family_A,family_B,weight,marriage_types,n_writing_records,source_lines,A_is_focal,B_is_focal,edge_scope
张氏（江苏昭文）,杨氏（江苏常熟）,2,娶;适,0,1611;1722,TRUE,TRUE,within_focal_network
张氏（江苏江都）,阮氏（江苏仪征）,1,适,0,518,FALSE,TRUE,external_to_nonfocal_family
张氏（江苏江阴）,章氏（江苏江阴）,1,适,1,6608,FALSE,FALSE,external_to_nonfocal_family
张氏（江苏甘泉）,黄氏（江苏甘泉）,1,娶,0,460,FALSE,TRUE,external_to_nonfocal_family
张氏（江苏苏州）,陈氏（浙江海宁）,1,适,0,4402,FALSE,TRUE,external_to_nonfocal_family
张氏（江苏长洲）,戈氏（江苏吴县）,1,适,0,6711,FALSE,TRUE,external_to_nonfocal_family
张氏（江苏长洲）,詹氏（江苏吴县）,1,娶,1,1938,FALSE,TRUE,external_to_nonfocal_family
张氏（江苏长洲）,赵氏（江苏阳湖）,1,娶,1,1102,FALSE,TRUE,external_to_nonfocal_family
张氏（江苏阳湖）,汤氏（江苏阳湖）,2,娶;适,2,1010;1154,TRUE,TRUE,within_focal_network
张氏（江苏阳湖）,王氏（江苏太仓工（《阳湖张琦家族女性研究》）,1,适,0,1016,TRUE,FALSE,external_to_nonfocal_family
张氏（江苏阳湖）,王氏（江苏太仓）,2,娶;适,0,1015;2339,TRUE,TRUE,within_focal_network
张氏（江苏阳湖）,章氏（江苏江阴）,1,适,1,1013,TRUE,FALSE,external_to_nonfocal_family
张氏（江苏阳湖）,董氏（江苏阳湖）,1,娶,0,1140,TRUE,TRUE,within_focal_network
张氏（江苏青浦工168册）,陆氏（江苏青浦）,1,适,0,2488,FALSE,TRUE,external_to_nonfocal_family
张氏（江苏青浦）,毕氏（江苏镇洋）,1,娶,1,2452,FALSE,TRUE,external_to_nonfocal_family
张氏（江西铅山）,蒋氏（江西铅山）,1,娶,0,5617,FALSE,TRUE,external_to_nonfocal_family
张氏（河南祥符）,郑氏（河南祥符）,1,适,0,5538,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江东阳）,王氏（江苏太仓）,1,适,1,2383,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江临海）,项氏（浙江钱塘）,1,适,0,7068,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江乌程）,戴氏（浙江归安）,1,适,0,7001,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江乌程）,汪氏（安徽休宁）,1,适,1,4177,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江乌程）,汪氏（浙江秀水）,1,娶,1,3758,TRUE,TRUE,within_focal_network
张氏（浙江乌程）,金氏（浙江仁和）,2,娶;适,0,4176;5095,TRUE,TRUE,within_focal_network
张氏（浙江仁和）,王氏（不详）,1,适,0,7084,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江仁和）,秦氏（江苏无锡）,1,娶,0,1203,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江仁和）,胡氏（浙江仁和）,1,娶,0,5131,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江仁和）,许氏（浙江海宁）,1,适,0,4557,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江仁和）,许氏（浙江钱塘）,3,娶;适,0,4622;4631;4649,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江仁和）,高氏（浙江）,1,适,0,7093,FALSE,FALSE,external_to_nonfocal_family
张氏（浙江余姚）,童氏（浙江鄞县工88册）,1,娶,0,5305,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江余姚）,童氏（浙江鄞县）,4,娶;适,0,5304;5370;5384;5388,TRUE,TRUE,within_focal_network
张氏（浙江台州）,齐氏（浙江天台）,1,娶,0,7149,FALSE,FALSE,external_to_nonfocal_family
张氏（浙江吴兴）,徐氏（浙江湖州）,1,娶,0,7155,FALSE,FALSE,external_to_nonfocal_family
张氏（浙江嘉兴）,王氏（浙江嘉兴）,1,适,1,6937,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江嘉兴）,郭氏（浙江秀水）,1,适,0,6950,FALSE,FALSE,external_to_nonfocal_family
张氏（浙江山阴）,祁氏（浙江山阴）,1,娶,0,5245,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江平湖）,曹氏（浙江嘉善）,2,娶;适,0,3551;3930,TRUE,TRUE,within_focal_network
张氏（浙江平湖）,沈氏（浙江嘉兴）,2,娶;适,1,3932;3937,TRUE,TRUE,within_focal_network
张氏（浙江平湖）,章氏（浙江平湖）,1,适,1,6970,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江平湖）,胡氏（浙江永康）,1,适,0,3943,TRUE,TRUE,within_focal_network
张氏（浙江平湖）,许氏（浙江嘉善）,1,适,0,3940,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江平湖）,谢氏（浙江嘉善）,1,适,0,3938,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江平湖）,钱氏（不详）,1,娶,1,3933,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江平湖）,钱氏（浙江平湖）,1,娶,0,3939,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江平湖）,顾氏（江苏无锡）,1,娶,1,3931,TRUE,TRUE,within_focal_network
张氏（浙江平湖）,顾氏（江苏金匮）,1,适,1,1283,TRUE,TRUE,within_focal_network
张氏（浙江平湖）,高氏（浙江平湖）,1,适,1,6973,TRUE,TRUE,within_focal_network
张氏（浙江平阳）,胡氏（浙江永康）,1,娶,0,5435,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江归安）,方氏（江苏阳湖）,1,娶,0,981,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江归安）,杨氏（江苏华亭）,1,适,0,2556,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江归安）,魏氏（浙江钱塘）,1,娶,0,4692,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江桐乡）,顾氏（浙江石门）,1,适,1,6955,FALSE,FALSE,external_to_nonfocal_family
张氏（浙江永嘉）,赵氏（安徽合肥）,1,适,0,7140,FALSE,FALSE,external_to_nonfocal_family
张氏（浙江海宁）,蒋氏（浙江海宁）,2,娶;适,1,4521;4530,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江海宁）,陈氏（浙江海宁）,1,娶,0,7029,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江海盐工（《海宁渤海陈氏宗谱》卷）,陈氏（浙江海宁）,1,娶,0,4401,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江海盐）,朱氏（浙江嘉兴）,2,娶;适,2,3567;4034,TRUE,TRUE,within_focal_network
张氏（浙江海盐）,朱氏（浙江海盐）,1,娶,1,3953,TRUE,TRUE,within_focal_network
张氏（浙江海盐）,李氏（《清闺秀艺文略》卷一）,1,适,1,4047,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江海盐）,查氏（浙江海宁）,2,娶;适,2,4035;4276,TRUE,TRUE,within_focal_network
张氏（浙江海盐）,梅氏（浙江秀水）,1,适,1,6949,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江海盐）,沈氏（浙江嘉善工（《桂馨堂集》卷二）,1,娶,0,4033,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江海盐）,蒋氏（浙江海宁）,1,娶,0,4524,TRUE,TRUE,within_focal_network
张氏（浙江海盐）,谢氏（浙江上虞）,1,适,0,7123,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江海盐）,陈氏（浙江海宁）,11,娶;适,2,4040;4041;4042;4043;4044;4046;4325;4363;4391;4411;4443,TRUE,TRUE,within_focal_network
张氏（浙江鄞县工3册）,范氏（浙江鄞县）,2,娶;适,0,5343;5346,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江鄞县）,童氏（浙江鄞县）,2,娶;适,0,5338;5389,TRUE,TRUE,within_focal_network
张氏（浙江鄞县）,范氏（浙江鄞县）,2,娶;适,0,5330;5336,TRUE,TRUE,within_focal_network
张氏（浙江鄞县）,陈氏（浙江鄞县）,1,适,0,5334,TRUE,TRUE,within_focal_network
张氏（浙江鄞县）,马氏（浙江鄞县）,1,娶,0,5337,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江鄞县）,黄氏（浙江鄞县）,1,适,0,5335,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江钱塘工257册）,项氏（浙江钱塘）,1,适,0,4680,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江钱塘工（《浙江乡试同年齿录（道光庚子恩科）,梁氏（浙江钱塘）,1,适,0,4726,FALSE,TRUE,external_to_nonfocal_family
张氏（浙江钱塘）,徐氏（浙江上虞）,2,娶;适,0,4893;5269,TRUE,TRUE,within_focal_network
张氏（浙江钱塘）,杨氏（浙江钱塘）,2,娶;适,2,4947;4957,TRUE,TRUE,within_focal_network
张氏（浙江钱塘）,梁氏（浙江钱塘工（《浙江乡试同年齿录（道光庚子恩科）,1,娶,0,4707,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江钱塘）,沈氏（浙江仁和）,1,娶,1,4956,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江钱塘）,沈氏（浙江归安）,1,娶,0,4892,TRUE,TRUE,within_focal_network
张氏（浙江钱塘）,洪氏（不详）,1,适,1,4846,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江钱塘）,胡氏（浙江仁和）,1,适,1,4845,TRUE,TRUE,within_focal_network
张氏（浙江钱塘）,蔡氏（浙江仁和）,1,娶,0,5172,TRUE,TRUE,within_focal_network
张氏（浙江钱塘）,许氏（浙江德清）,3,娶;适,0,4210;4216;4897,TRUE,TRUE,within_focal_network
张氏（浙江钱塘）,金氏（浙江仁和）,1,适,0,4896,TRUE,TRUE,within_focal_network
张氏（浙江钱塘）,韩氏（江苏元和）,2,娶;适,0,1742;4898,TRUE,TRUE,within_focal_network
张氏（浙江钱塘）,韩氏（浙江仁和工（《彝寿轩诗钞》卷七）,1,娶,0,4883,TRUE,FALSE,external_to_nonfocal_family
张氏（浙江钱塘）,韩氏（浙江仁和）,1,适,0,5152,TRUE,TRUE,within_focal_network
张氏（浙江钱塘）,黄氏（浙江仁和）,1,适,1,5004,TRUE,TRUE,within_focal_network
张氏（湖北武昌）,江氏（福建汀县）,1,娶,0,5611,TRUE,FALSE,external_to_nonfocal_family
张氏（湖北武昌）,莫氏（贵州独山）,2,娶;适,0,5612;6374,TRUE,TRUE,within_focal_network
张氏（湖北武昌）,黎氏（贵州遵义）,1,娶,0,5610,TRUE,TRUE,within_focal_network
张氏（湖北江夏）,方氏（江苏阳湖）,1,娶,0,969,FALSE,TRUE,external_to_nonfocal_family
张氏（湖北湘乡）,邵氏（浙江绍兴）,1,适,0,7210,FALSE,FALSE,external_to_nonfocal_family
张氏（湖北番禺）,钱氏（江苏吴县）,1,适,0,7260,FALSE,TRUE,external_to_nonfocal_family
张氏（湖北闽县）,朱氏（江苏江宁）,1,适,0,7241,FALSE,FALSE,external_to_nonfocal_family
张氏（湖北麻城）,陈氏（湖北薪水）,1,娶,0,5560,FALSE,TRUE,external_to_nonfocal_family
张氏（湖北黄州）,詹氏（江苏吴县）,1,娶,1,1939,FALSE,TRUE,external_to_nonfocal_family
张氏（湖南宁乡）,罗氏（湖北湘潭）,1,适,0,7207,FALSE,FALSE,external_to_nonfocal_family
张氏（直隶丰润）,朱氏（浙江仁和）,1,娶,0,3,TRUE,FALSE,external_to_nonfocal_family
张氏（直隶丰润）,李氏（安徽合肥）,2,娶;适,0,2;2734,TRUE,TRUE,within_focal_network
张氏（直隶丰润）,李氏（直隶通州）,2,娶;适,0,4;71,TRUE,TRUE,within_focal_network
张氏（直隶丰润）,王氏（山东福山）,2,娶;适,0,10;184,TRUE,TRUE,within_focal_network
张氏（直隶丰润）,陈氏（江苏江阴）,1,娶,0,8,TRUE,TRUE,within_focal_network
张氏（直隶丰润）,韩氏（山西汾阳）,1,娶,0,7,TRUE,FALSE,external_to_nonfocal_family
张氏（直隶丰润）,顾氏（江苏太仓）,1,娶,0,9,TRUE,FALSE,external_to_nonfocal_family
张氏（直隶丰润）,黄氏（贵州贵筑）,2,娶;适,0,6;6355,TRUE,TRUE,within_focal_network
张氏（直隶南皮）,慕氏（山东蓬莱）,1,娶,0,164,TRUE,FALSE,external_to_nonfocal_family
张氏（直隶南皮）,朱氏（安徽太湖）,2,娶;适,0,162;3423,TRUE,TRUE,within_focal_network
张氏（直隶南皮）,朱氏（广西临桂）,1,娶,0,154,TRUE,FALSE,external_to_nonfocal_family
张氏（直隶南皮）,林氏（广西平乐）,3,娶;适,0,163;6449;6450,TRUE,TRUE,within_focal_network
张氏（直隶南皮）,王氏（山东福山）,2,娶;适,0,157;185,TRUE,TRUE,within_focal_network
张氏（直隶南皮）,王氏（直隶文安）,1,娶,0,158,TRUE,FALSE,external_to_nonfocal_family
张氏（直隶南皮）,纪氏（直隶献县）,6,娶;适,0,123;124;125;148;149;150,TRUE,TRUE,within_focal_network
张氏（直隶南皮）,蒋氏（直隶卢龙）,1,娶,0,155,TRUE,FALSE,external_to_nonfocal_family
张氏（直隶南皮）,黄氏（浙江瑞安）,2,娶;适,0,161;5444,TRUE,TRUE,within_focal_network
张氏（直隶南皮）,黄氏（贵州贵筑）,2,娶;适,0,160;6354,TRUE,TRUE,within_focal_network
张氏（直隶天津）,许氏（直隶宛平）,1,娶,0,94,FALSE,TRUE,external_to_nonfocal_family
张氏（直隶宛平）,曹氏（江苏上海）,1,娶,1,2508,TRUE,TRUE,within_focal_network
张氏（直隶宛平）,朱氏（直隶大兴）,2,娶;适,0,21;87,TRUE,TRUE,within_focal_network
张氏（直隶宛平）,王氏（直隶宝纸）,1,适,0,88,TRUE,FALSE,external_to_nonfocal_family
张氏（直隶宛平）,纪氏（直隶献县）,4,娶;适,0,85;86;121;126,TRUE,TRUE,within_focal_network
张氏（直隶宛平）,鲍氏（江苏丹徒）,2,适,0,604;606,TRUE,TRUE,within_focal_network
张氏（直隶承德）,王氏（浙江海宁）,1,娶,0,13,TRUE,TRUE,within_focal_network
张氏（直隶承德）,费氏（江苏吴县）,1,适,0,15,TRUE,FALSE,external_to_nonfocal_family
张氏（直隶沧州）,纪氏（直隶献县）,1,娶,0,120,FALSE,TRUE,external_to_nonfocal_family
张氏（陕西潼关）,李氏（直隶大兴）,1,适,0,58,FALSE,TRUE,external_to_nonfocal_family
张氏（陕西潼关）,林氏（福建闽县）,1,娶,0,6216,FALSE,TRUE,external_to_nonfocal_family
归氏（江苏常熟工（《京江归氏世谱》卷一）,蒋氏（江苏常熟）,1,适,0,1651,FALSE,TRUE,external_to_nonfocal_family
归氏（江苏常熟（《京江归氏世谱》卷二）,王氏（江苏华亭）,1,适,0,2582,FALSE,TRUE,external_to_nonfocal_family
归氏（江苏常熟）,李氏（山东济宁）,1,娶,0,1558,TRUE,FALSE,external_to_nonfocal_family
归氏（江苏常熟）,李氏（江苏上海）,3,娶;适,3,1557;1559;2526,TRUE,TRUE,within_focal_network
归氏（江苏常熟）,潘氏（《清闺秀正始再续集初编》四）,1,娶,1,1565,TRUE,FALSE,external_to_nonfocal_family
归氏（江苏常熟）,王氏（不详）,1,适,1,6665,TRUE,TRUE,within_focal_network
归氏（江苏常熟）,王氏（江苏华亭）,1,娶,0,1556,TRUE,TRUE,within_focal_network
归氏（江苏常熟）,蒋氏（江苏常熟）,1,娶,0,1553,TRUE,TRUE,within_focal_network
归氏（江苏常熟）,赵氏（江苏常熟）,1,娶,0,1555,TRUE,TRUE,within_focal_network
归氏（江苏常熟）,金氏（浙江归安）,1,适,0,1560,TRUE,FALSE,external_to_nonfocal_family
归氏（江苏常熟）,陈氏（江苏常熟）,1,娶,1,1563,TRUE,FALSE,external_to_nonfocal_family
归氏（江苏常熟）,高氏（浙江嘉兴）,1,适,1,1564,TRUE,FALSE,external_to_nonfocal_family
彭氏（上海松江）,沈氏（江苏青浦）,1,适,1,6801,FALSE,FALSE,external_to_nonfocal_family
彭氏（江苏太仓）,蒋氏（江苏长洲）,1,适,0,2096,FALSE,TRUE,external_to_nonfocal_family
彭氏（江苏长洲九（《张氏宗谱》卷二）,曹氏（安徽歙县）,1,娶,0,3501,FALSE,TRUE,external_to_nonfocal_family
彭氏（江苏长洲兀（《吞松阁集》卷三十四）,王氏（江苏华亭）,1,适,0,2589,FALSE,TRUE,external_to_nonfocal_family
彭氏（江苏长洲）,徐氏（浙江德清）,3,娶;适,0,2050;2055;4235,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,曹氏（安徽歙县）,1,适,0,2058,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,朱氏（浙江义乌）,1,娶,0,2056,TRUE,FALSE,external_to_nonfocal_family
彭氏（江苏长洲）,李氏（安徽合肥）,1,娶,1,2756,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,梁氏（广西临桂）,2,娶;适,0,2077;6430,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,汪氏（江苏新阳）,2,娶;适,0,2054;2222,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,汪氏（江苏长洲）,1,适,0,2063,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,潘氏（江苏元和）,2,娶;适,0,1755;2051,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,潘氏（江苏吴县）,7,娶;适,0,1823;1842;1843;2045;2064;2072;2076,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,王氏（江苏华亭）,1,娶,0,2042,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,瞿氏（江苏嘉定）,2,娶;适,0,2044;2444,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,董氏（江苏甘泉）,1,娶,0,2067,TRUE,FALSE,external_to_nonfocal_family
彭氏（江苏长洲）,蒋氏（江苏长洲）,2,娶;适,0,2039;2092,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,袁氏（江苏吴县）,1,娶,0,2035,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,费氏（江苏吴县工（《彭氏宗谱》卷二）,1,娶,0,2040,TRUE,FALSE,external_to_nonfocal_family
彭氏（江苏长洲）,钱氏（江苏太仓）,2,娶;适,0,2071;2368,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,陆氏（江苏常熟）,1,适,1,6721,TRUE,FALSE,external_to_nonfocal_family
彭氏（江苏长洲）,陆氏（江苏昭文）,1,适,0,2038,TRUE,FALSE,external_to_nonfocal_family
彭氏（江苏长洲）,陈氏（浙江会稽）,1,娶,0,2062,TRUE,FALSE,external_to_nonfocal_family
彭氏（江苏长洲）,陶氏（江苏长洲）,1,娶,1,2048,TRUE,FALSE,external_to_nonfocal_family
彭氏（江苏长洲）,顾氏（江苏昆山）,1,娶,1,2043,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,黄氏（湖北崎春）,1,娶,0,5587,TRUE,TRUE,within_focal_network
彭氏（江苏长洲）,黄氏（湖北崭春）,1,适,0,2078,TRUE,FALSE,external_to_nonfocal_family
彭氏（江西南昌）,方氏（安徽桐城）,4,娶;适,0,2907;2909;5720;5721,TRUE,TRUE,within_focal_network
彭氏（江西南昌）,方氏（江苏阳湖）,1,娶,0,971,TRUE,TRUE,within_focal_network
彭氏（江西南昌）,曹氏（江西新建工（《钱载年谱》）,1,适,0,5716,TRUE,FALSE,external_to_nonfocal_family
彭氏（江西南昌）,杨氏（江苏金匮）,4,娶;适,0,1289;1290;5717;5718,TRUE,TRUE,within_focal_network
彭氏（江西南昌）,林氏（江西新建）,2,娶;适,0,5646;5713,TRUE,TRUE,within_focal_network
彭氏（江西南昌）,祝氏（河南固始）,1,适,0,5719,TRUE,FALSE,external_to_nonfocal_family
彭氏（江西南昌）,谢氏（江西南康）,2,娶;适,0,5715;5854,TRUE,TRUE,within_focal_network
彭氏（江西南昌）,魏氏（江西宁都工（《聚合与流散：关于明清之际一个士人群体的叙述》）,1,娶,0,5710,TRUE,FALSE,external_to_nonfocal_family
彭氏（江西宁都工69册）,林氏（福建侯官）,1,娶,0,6135,FALSE,TRUE,external_to_nonfocal_family
彭氏（江西宁都）,魏氏（江西宁都）,1,适,0,5876,FALSE,TRUE,external_to_nonfocal_family
彭氏（江西安义）,程氏（江西新建）,1,适,0,5685,FALSE,TRUE,external_to_nonfocal_family
彭氏（江西铅山）,王氏（江西玉山）,1,适,0,7194,FALSE,FALSE,external_to_nonfocal_family
彭氏（浙江海盐）,徐氏（浙江海盐）,2,娶;适,1,4010;4012,TRUE,TRUE,within_focal_network
彭氏（浙江海盐）,朱氏（安徽旌德）,1,适,1,4002,TRUE,FALSE,external_to_nonfocal_family
彭氏（浙江海盐）,杨氏（浙江海宁）,1,适,1,4539,TRUE,TRUE,within_focal_network
彭氏（浙江海盐）,陆氏（浙江平湖）,1,适,1,4008,TRUE,TRUE,within_focal_network
彭氏（浙江海盐）,陈氏（《横李诗系》卷三十四）,1,适,1,4007,TRUE,FALSE,external_to_nonfocal_family
彭氏（浙江海盐）,马氏（浙江海盐）,1,适,1,4003,TRUE,FALSE,external_to_nonfocal_family
彭氏（湖南长沙）,程氏（湖南宁乡）,1,娶,0,5973,FALSE,TRUE,external_to_nonfocal_family
彭氏（湖南长沙）,陈氏（江西新城）,1,娶,0,5847,FALSE,TRUE,external_to_nonfocal_family
彭氏（湖南长沙）,陶氏（湖南安化）,1,适,0,6040,FALSE,TRUE,external_to_nonfocal_family
彭氏（贵州镇远）,黄氏（贵州贵筑）,1,适,0,6352,FALSE,TRUE,external_to_nonfocal_family
徐氏（《历代妇女著作考》）,陶氏（浙江秀水）,1,适,1,3752,FALSE,TRUE,external_to_nonfocal_family
徐氏（上海）,赵氏（不详）,1,娶,1,6793,FALSE,FALSE,external_to_nonfocal_family
徐氏（不详）,戴氏（江苏荆溪）,1,娶,1,1530,FALSE,TRUE,external_to_nonfocal_family
徐氏（不详）,沈氏（江苏荆溪）,1,适,0,1533,FALSE,TRUE,external_to_nonfocal_family
徐氏（不详）,洪氏（安徽歙县）,1,适,1,3489,FALSE,TRUE,external_to_nonfocal_family
徐氏（不详）,黄氏（湖北南海）,1,适,0,7270,FALSE,FALSE,external_to_nonfocal_family
徐氏（安徽南陵）,许氏（浙江德清九189册）,1,娶,0,3455,TRUE,FALSE,external_to_nonfocal_family
徐氏（安徽南陵）,许氏（浙江德清）,1,适,1,4215,TRUE,TRUE,within_focal_network
徐氏（安徽南陵）,许氏（浙江钱塘）,1,适,1,4670,TRUE,TRUE,within_focal_network
徐氏（安徽南陵）,赵氏（江苏江都）,1,娶,1,3456,TRUE,FALSE,external_to_nonfocal_family
徐氏（安徽合肥）,李氏（上海合肥）,1,娶,0,6845,FALSE,FALSE,external_to_nonfocal_family
徐氏（安徽歙县）,陈氏（江西新城）,1,娶,0,5841,FALSE,TRUE,external_to_nonfocal_family
徐氏（安徽泾县）,李氏（江苏昆山）,1,适,1,2286,FALSE,TRUE,external_to_nonfocal_family
徐氏（山东其他）,艾氏（山东济阳）,1,适,1,6536,FALSE,FALSE,external_to_nonfocal_family
徐氏（江苏丹徒）,鲍氏（江苏丹徒）,1,适,0,605,FALSE,TRUE,external_to_nonfocal_family
徐氏（江苏华亭）,朱氏（浙江秀水）,1,娶,0,3640,FALSE,TRUE,external_to_nonfocal_family
徐氏（江苏华亭）,李氏（江苏吴县）,1,适,1,1962,FALSE,TRUE,external_to_nonfocal_family
徐氏（江苏吴县）,王氏（江苏长洲）,1,娶,1,2101,FALSE,TRUE,external_to_nonfocal_family
徐氏（江苏吴县）,陈氏（浙江海宁）,1,娶,0,4304,FALSE,TRUE,external_to_nonfocal_family
徐氏（江苏吴江）,朱氏（江苏）,1,适,1,2185,TRUE,FALSE,external_to_nonfocal_family
徐氏（江苏吴江）,李氏（《清闺秀艺文略》卷一）,1,适,1,2207,TRUE,FALSE,external_to_nonfocal_family
徐氏（江苏吴江）,李氏（不详工（《清闺秀艺文略》卷一）,1,适,1,2206,TRUE,FALSE,external_to_nonfocal_family
徐氏（江苏吴江）,钱氏（江苏吴县）,1,适,1,6702,TRUE,TRUE,within_focal_network
徐氏（江苏嘉定）,殷氏（江苏吴江）,2,娶;适,0,2209;2401,TRUE,TRUE,within_focal_network
徐氏（江苏嘉定）,沈氏（江苏嘉定）,1,娶,0,2400,TRUE,FALSE,external_to_nonfocal_family
徐氏（江苏嘉定）,沈氏（浙江仁和）,1,娶,0,2399,TRUE,FALSE,external_to_nonfocal_family
徐氏（江苏嘉定）,沈氏（浙江嘉兴）,1,适,0,2404,TRUE,TRUE,within_focal_network
徐氏（江苏嘉定）,费氏（江苏武进）,2,娶;适,0,897;2405,TRUE,TRUE,within_focal_network
徐氏（江苏嘉定）,邵氏（浙江仁和工3册）,1,适,0,2406,TRUE,FALSE,external_to_nonfocal_family
徐氏（江苏太仓工（《海宁渤海陈氏宗谱》卷八）,陈氏（浙江海宁）,1,适,0,4353,FALSE,TRUE,external_to_nonfocal_family
徐氏（江苏奉贤）,沈氏（《历代妇女著作考》）,1,适,1,2675,TRUE,FALSE,external_to_nonfocal_family
徐氏（江苏宜兴）,杨氏（江苏阳湖）,1,适,1,1190,TRUE,TRUE,within_focal_network
徐氏（江苏宜兴）,汪氏（安徽歙县）,1,适,0,1512,TRUE,TRUE,within_focal_network
徐氏（江苏宜兴）,沈氏（江苏荆溪）,3,娶;适,0,1510;1511;1532,TRUE,TRUE,within_focal_network
徐氏（江苏常熟）,赵氏（不详）,1,适,1,6656,FALSE,FALSE,external_to_nonfocal_family
徐氏（江苏常熟）,陶氏（江苏常熟）,1,娶,1,1644,FALSE,TRUE,external_to_nonfocal_family
徐氏（江苏昆山工（《清代江南文化家族姻娅网络与文学创造力生成》）,秦氏（江苏无锡）,1,娶,0,1193,FALSE,TRUE,external_to_nonfocal_family
徐氏（江苏昆山）,李氏（《清闺秀艺文略补》）,1,适,1,2249,TRUE,FALSE,external_to_nonfocal_family
徐氏（江苏昆山）,李氏（《（同治）,1,适,1,6746,TRUE,FALSE,external_to_nonfocal_family
徐氏（江苏昆山）,秦氏（江苏无锡）,1,适,0,2242,TRUE,TRUE,within_focal_network
徐氏（江苏昆山）,蒋氏（江苏长洲）,2,娶;适,0,2088;2241,TRUE,TRUE,within_focal_network
徐氏（江苏昆山）,许氏（浙江钱塘）,1,娶,0,4644,TRUE,TRUE,within_focal_network
徐氏（江苏昆山）,陈氏（浙江海宁）,4,娶;适,0,2253;4323;4356;4369,TRUE,TRUE,within_focal_network
徐氏（江苏昆山）,顾氏（江苏昆山工（《郎潜纪闻初笔》卷）,1,娶,0,2236,TRUE,FALSE,external_to_nonfocal_family
徐氏（江苏昆山）,顾氏（江苏昆山）,2,适,0,2282;2283,TRUE,TRUE,within_focal_network
徐氏（江苏昆山）,顾氏（江苏长洲）,4,娶;适,0,1973;1976;2238;2252,TRUE,TRUE,within_focal_network
徐氏（江苏江都）,李氏（江苏兴化）,1,适,1,6553,FALSE,TRUE,external_to_nonfocal_family
徐氏（江苏金匮）,杨氏（江苏吴县）,2,适,2,1944;6704,FALSE,TRUE,external_to_nonfocal_family
徐氏（江苏青浦）,汪氏（江苏镇洋）,1,适,1,2474,FALSE,TRUE,external_to_nonfocal_family
徐氏（江西南昌）,李氏（江西临川）,1,娶,1,5755,FALSE,TRUE,external_to_nonfocal_family
徐氏（江西奉新）,舒氏（江西奉新）,1,娶,1,5704,TRUE,FALSE,external_to_nonfocal_family
徐氏（江西奉新）,邹氏（江西）,1,适,1,5705,TRUE,FALSE,external_to_nonfocal_family
徐氏（浙江上虞）,方氏（安徽桐城）,2,娶;适,0,2894;5270,TRUE,TRUE,within_focal_network
徐氏（浙江上虞）,骆氏（浙江诸暨）,1,适,1,5267,TRUE,FALSE,external_to_nonfocal_family
徐氏（浙江乌程）,朱氏（不详）,1,娶,0,4194,TRUE,FALSE,external_to_nonfocal_family
