entry_no_raw,line_no,anchor_family,anchor_is_focal,partner_family,marriage_type,current_location,left_text,right_text,partner_text,partner_location,has_writings_any,female_writer_family,uncertain_writer,era_hint,source_text
1421.,1894,沈氏（江苏吴县）,TRUE,潘氏（江苏宝山县）,适,江苏吴县,沈清瑞曾孙女、沈文藻女、沈恩孚妹,潘启图子潘鸿鼎（江苏宝山县.潘光旦父）。198册）,潘启图子潘鸿鼎,江苏宝山县,FALSE,NA,FALSE,NA,沈清瑞曾孙女、沈文藻女、沈恩孚妹【适】潘启图子潘鸿鼎（江苏宝山县.潘光旦父）。198册）
1422.,1896,冯氏（江苏吴县）,TRUE,叶氏（江苏苏州）,娶,江苏吴县,冯桂芬子冯芳缉,叶长桢孙女、叶承虢女（江苏苏州）。29册）,叶长桢孙女、叶承虢女,江苏苏州,FALSE,NA,FALSE,NA,冯桂芬子冯芳缉【娶】叶长桢孙女、叶承虢女（江苏苏州）。29册）
1423.,1897,冯氏（江苏吴县）,TRUE,金氏（江苏元和）,适,江苏吴县,冯桂芬女,金宝树子（江苏元和）。29册）,金宝树子,江苏元和,FALSE,NA,FALSE,NA,冯桂芬女【适】金宝树子（江苏元和）。29册）
1424.,1898,冯氏（江苏吴县）,TRUE,王氏（江苏苏州底5册）,娶,江苏吴县,冯芳缉子冯世徵,王承基女、王承录侄女（江苏苏州底5册）,王承基女、王承录侄女,江苏苏州底5册,FALSE,NA,FALSE,NA,冯芳缉子冯世徵【娶】王承基女、王承录侄女（江苏苏州底5册）
1425.,1899,冯氏（江苏吴县）,TRUE,潘氏（江苏吴县）,适,江苏吴县,冯芳缉女,潘希甫孙、潘诚贵子潘志裘（江苏吴县）。29册）,潘希甫孙、潘诚贵子潘志裘,江苏吴县,FALSE,NA,FALSE,NA,冯芳缉女【适】潘希甫孙、潘诚贵子潘志裘（江苏吴县）。29册）
1426.,1900,冯氏（江苏吴县）,TRUE,秦氏（江苏太仓）,适,江苏吴县,冯芳缉女,秦兆甲孙秦曾诰（江苏太仓）。47册）,秦兆甲孙秦曾诰,江苏太仓,FALSE,NA,FALSE,NA,冯芳缉女【适】秦兆甲孙秦曾诰（江苏太仓）。47册）
1427.,1901,冯氏（江苏吴县）,TRUE,李氏（江苏上海）,适,江苏吴县,冯桂芬孙女、冯芳植女,李曾珂子李鸿膏（江苏上海）。42册）,李曾珂子李鸿膏,江苏上海,FALSE,NA,FALSE,NA,冯桂芬孙女、冯芳植女【适】李曾珂子李鸿膏（江苏上海）。42册）
1428.,1903,陆氏（江苏吴县）,TRUE,李氏（江苏吴县）,娶,江苏吴县,陆昶,李其永女李嫩（江苏吴县.有《琴好楼集》）。（《“林屋,李其永女李嫩,江苏吴县,TRUE,李氏（江苏吴县）,FALSE,NA,陆昶【娶】李其永女李嫩（江苏吴县.有《琴好楼集》）。（《“林屋
1429.,1907,陆氏（江苏吴县）,TRUE,罗氏（江苏吴县）,适,江苏吴县,陆昶姊陆瑛（有《赏奇楼草》、《蠹馀稿》）,罗康济（江苏吴县）。（《“林屋吟社”与〈吴中女子诗钞〉》）,罗康济,江苏吴县,TRUE,陆氏（江苏吴县）,FALSE,NA,陆昶姊陆瑛（有《赏奇楼草》、《蠹馀稿》）【适】罗康济（江苏吴县）。（《“林屋吟社”与〈吴中女子诗钞〉》）
1430.,1909,吴氏（江苏吴县）,TRUE,韩氏（江苏元和工（《韩桂舲先生自订年谱》）,娶,江苏吴县,吴廷瓒子吴毓钧,韩崧女（江苏元和工（《韩桂舲先生自订年谱》）,韩崧女,江苏元和工（《韩桂舲先生自订年谱》,FALSE,NA,FALSE,NA,吴廷瓒子吴毓钧【娶】韩崧女（江苏元和工（《韩桂舲先生自订年谱》）
1431.,1910,吴氏（江苏吴县）,TRUE,查氏（浙江海宁）,适,江苏吴县,吴廷瓒玄孙女、吴艾生女,查元谓孙、查廖钧子查应骅（浙江海宁）。（《明清两代嘉兴的望族》）,查元谓孙、查廖钧子查应骅,浙江海宁,FALSE,NA,FALSE,NA,吴廷瓒玄孙女、吴艾生女【适】查元谓孙、查廖钧子查应骅（浙江海宁）。（《明清两代嘉兴的望族》）
1432.,1911,吴氏（江苏吴县）,TRUE,任氏（江苏宜兴）,适,江苏吴县,吴艾生孙女、吴恩庆女,任道籀孙、任之骏子任承弼（江苏宜兴）。128册）,任道籀孙、任之骏子任承弼,江苏宜兴,FALSE,NA,FALSE,NA,吴艾生孙女、吴恩庆女【适】任道籀孙、任之骏子任承弼（江苏宜兴）。128册）
1433.,1913,杨氏（江苏吴县）,TRUE,张氏（江苏吴县）,娶,江苏吴县,杨廷枢子杨无咎,张佚女张学典（江苏吴县.有《花樵集》）。,张佚女张学典,江苏吴县,TRUE,张氏（江苏吴县）,FALSE,NA,杨廷枢子杨无咎【娶】张佚女张学典（江苏吴县.有《花樵集》）。
1434.,1915,杨氏（江苏吴县）,TRUE,顾氏（江苏长洲）,娶,江苏吴县,杨无咎子杨绳武,顾嗣立女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,顾嗣立女,江苏长洲,FALSE,NA,FALSE,NA,杨无咎子杨绳武【娶】顾嗣立女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
1435.,1916,杨氏（江苏吴县）,TRUE,汪氏（浙江杭州）,适,江苏吴县,杨无咎女杨芝（有《淑芳集》）,汪粲（浙江杭州）。（《江苏艺文志-苏州卷》、《历代妇女著作考》）,汪粲,浙江杭州,TRUE,杨氏（江苏吴县）,FALSE,NA,杨无咎女杨芝（有《淑芳集》）【适】汪粲（浙江杭州）。（《江苏艺文志-苏州卷》、《历代妇女著作考》）
1436.,1917,杨氏（江苏吴县）,TRUE,沈氏（江苏太仓）,适,江苏吴县,杨无咎女杨芬（有《瑶华集》、《青瑶阁集》、《花樵集》）,沈懋华（江苏太仓.亦名冯懋华）。（《江苏艺文志.苏州卷》）,沈懋华,江苏太仓,TRUE,杨氏（江苏吴县）,FALSE,NA,杨无咎女杨芬（有《瑶华集》、《青瑶阁集》、《花樵集》）【适】沈懋华（江苏太仓.亦名冯懋华）。（《江苏艺文志.苏州卷》）
1437.,1918,杨氏（江苏吴县）,TRUE,陆氏（不详）,适,江苏吴县,杨绳武女杨天孙（有《涂鸦稿》、《失珠稿》）,陆枚。,陆枚。,不详,TRUE,杨氏（江苏吴县）,FALSE,NA,杨绳武女杨天孙（有《涂鸦稿》、《失珠稿》）【适】陆枚。
1438.,1921,叶氏（江苏吴县）,TRUE,徐氏（浙江钱塘）,娶,江苏吴县,叶士宽子叶树滋,徐潮孙女、徐杞女（浙江钱塘）。（《道古堂全集》文集卷五十四）,徐潮孙女、徐杞女,浙江钱塘,FALSE,NA,FALSE,NA,叶士宽子叶树滋【娶】徐潮孙女、徐杞女（浙江钱塘）。（《道古堂全集》文集卷五十四）
1439.,1922,叶氏（江苏吴县）,TRUE,赵氏（不详）,适,江苏吴县,叶树滋妹,赵申乔子（江苏阳湖.赵怀玉父工（《亦有生斋,赵申乔子（江苏阳湖.赵怀玉父工（《亦有生斋,不详,FALSE,NA,FALSE,NA,叶树滋妹【适】赵申乔子（江苏阳湖.赵怀玉父工（《亦有生斋
1440.,1926,叶氏（江苏吴县）,TRUE,言氏（江苏常熟）,适,江苏吴县,叶树滋女,言朝标（江苏常熟）。（《亦有生斋集》文卷十六）,言朝标,江苏常熟,FALSE,NA,FALSE,NA,叶树滋女【适】言朝标（江苏常熟）。（《亦有生斋集》文卷十六）
1441.,1928,石氏（江苏吴县）,TRUE,赵氏（江苏吴江九（《渊雅堂全集）,娶,江苏吴县,石盥玉子,赵基女（江苏吴江九（《渊雅堂全集.编年文续稿》）,赵基女,江苏吴江九（《渊雅堂全集,FALSE,NA,FALSE,NA,石盥玉子【娶】赵基女（江苏吴江九（《渊雅堂全集.编年文续稿》）
1442.,1929,石氏（江苏吴县）,TRUE,许氏（浙江钱塘）,适,江苏吴县,石盟玉女,许学欧子许乃嘉（浙江钱塘）.（《高阳许氏家谱》卷二）,许学欧子许乃嘉,浙江钱塘,FALSE,NA,FALSE,NA,石盟玉女【适】许学欧子许乃嘉（浙江钱塘）.（《高阳许氏家谱》卷二）
1443.,1930,石氏（江苏吴县）,TRUE,朱氏（安徽婺源）,适,江苏吴县,石据玉曾孙女（有《潜渊吟稿》）,朱文玉（安徽婺源）。,朱文玉,安徽婺源,TRUE,石氏（江苏吴县）,FALSE,NA,石据玉曾孙女（有《潜渊吟稿》）【适】朱文玉（安徽婺源）。
1444.,1931,石氏（江苏吴县）,TRUE,邹氏（江苏吴县尢13册）,适,江苏吴县,石褪玉玄孙女、石彦曾女,邹钟俊子邹嘉来（江苏吴县尢13册）,邹钟俊子邹嘉来,江苏吴县尢13册,FALSE,NA,FALSE,NA,石褪玉玄孙女、石彦曾女【适】邹钟俊子邹嘉来（江苏吴县尢13册）
1445.,1932,石氏（江苏吴县）,TRUE,程氏（江苏元和）,适,江苏吴县,石褪玉玄孙女、石祖芬女,程熙增子程铭敬（江苏元和）。,程熙增子程铭敬,江苏元和,FALSE,NA,FALSE,NA,石褪玉玄孙女、石祖芬女【适】程熙增子程铭敬（江苏元和）。
1446.,1935,詹氏（江苏吴县）,TRUE,黄氏（安徽婺源）,娶,江苏吴县,詹应甲,黄荔香（安徽婺源）。（《闺秀诗话》卷十一）,黄荔香,安徽婺源,FALSE,NA,FALSE,NA,詹应甲【娶】黄荔香（安徽婺源）。（《闺秀诗话》卷十一）
1447.,1936,詹氏（江苏吴县）,TRUE,沈氏（浙江钱塘）,娶,江苏吴县,詹应甲,沈慧生（浙江钱塘）。（《闺秀诗话》卷十一）,沈慧生,浙江钱塘,FALSE,NA,FALSE,NA,詹应甲【娶】沈慧生（浙江钱塘）。（《闺秀诗话》卷十一）
1448.,1937,詹氏（江苏吴县）,TRUE,邱氏（福建闽县）,娶,江苏吴县,詹振甲,邱荷香（福建闽县.有《荷窗小草》）。（《闺秀诗话》卷十一）,邱荷香,福建闽县,TRUE,邱氏（福建闽县）,FALSE,NA,詹振甲【娶】邱荷香（福建闽县.有《荷窗小草》）。（《闺秀诗话》卷十一）
1449.,1938,詹氏（江苏吴县）,TRUE,张氏（江苏长洲）,娶,江苏吴县,詹振甲,张藉香（江苏长洲.有《绣馀吟稿》）。（《闺秀诗话》卷十一）,张藉香,江苏长洲,TRUE,张氏（江苏长洲）,FALSE,NA,詹振甲【娶】张藉香（江苏长洲.有《绣馀吟稿》）。（《闺秀诗话》卷十一）
1450.,1939,詹氏（江苏吴县）,TRUE,张氏（湖北黄州）,娶,江苏吴县,詹振甲,张莲香（湖北黄州.有《莲香阁草》*（《闺秀诗话》卷十一）,张莲香,湖北黄州,TRUE,张氏（湖北黄州）,FALSE,NA,詹振甲【娶】张莲香（湖北黄州.有《莲香阁草》*（《闺秀诗话》卷十一）
1451.,1941,杨氏（江苏吴县）,TRUE,韩氏（《清闺秀艺文略》卷二）,适,江苏吴县,杨澈（有《蟾香楼词》）,韩君明。（《清闺秀艺文略》卷二）,韩君明。,《清闺秀艺文略》卷二,TRUE,杨氏（江苏吴县）,FALSE,NA,杨澈（有《蟾香楼词》）【适】韩君明。（《清闺秀艺文略》卷二）
1452.,1944,杨氏（江苏吴县）,TRUE,徐氏（江苏金匮）,适,江苏吴县,杨微（有《鹄巢阁集》,徐廷栋（江苏金匮）。（《清闺秀艺文略》卷二）,徐廷栋,江苏金匮,TRUE,杨氏（江苏吴县）,FALSE,NA,杨微（有《鹄巢阁集》【适】徐廷栋（江苏金匮）。（《清闺秀艺文略》卷二）
1453.,1947,张氏（江苏吴县）,TRUE,任氏（江苏吴江）,适,江苏吴县,张大受曾孙女、张经畲女张允滋（有《清溪诗稿》）,"任兆麟（江苏吴江）。（《乐安传家集》、《江苏艺文志.苏州卷》、《“林屋吟社""与〈吴中女子诗钞〉》）",任兆麟,江苏吴江,TRUE,张氏（江苏吴县）,FALSE,NA,"张大受曾孙女、张经畲女张允滋（有《清溪诗稿》）【适】任兆麟（江苏吴江）。（《乐安传家集》、《江苏艺文志.苏州卷》、《“林屋吟社""与〈吴中女子诗钞〉》）"
1454.,1948,张氏（江苏吴县）,TRUE,夏氏（《“林屋吟社”与〈吴中女子诗钞〉》）,适,江苏吴县,张曾棠女、张允滋从妹张芬（有《两面楼偶存稿》、《别雁吟草》）,夏清和。（《“林屋吟社”与〈吴中女子诗钞〉》）,夏清和。,《“林屋吟社”与〈吴中女子诗钞〉》,TRUE,张氏（江苏吴县）,FALSE,NA,张曾棠女、张允滋从妹张芬（有《两面楼偶存稿》、《别雁吟草》）【适】夏清和。（《“林屋吟社”与〈吴中女子诗钞〉》）
1455.,1950,钱氏（江苏吴县）,TRUE,汪氏（浙江钱塘）,娶,江苏吴县,钱国祥,汪鸣銮妹（浙江钱塘）。71册）,汪鸣銮妹,浙江钱塘,FALSE,NA,FALSE,NA,钱国祥【娶】汪鸣銮妹（浙江钱塘）。71册）
1456.,1951,钱氏（江苏吴县）,TRUE,汪氏（浙江钱塘工71册）,适,江苏吴县,钱国祥女,汪鸣銮侄汪原渠（浙江钱塘工71册）,汪鸣銮侄汪原渠,浙江钱塘工71册,FALSE,NA,FALSE,NA,钱国祥女【适】汪鸣銮侄汪原渠（浙江钱塘工71册）
1457.,1952,钱氏（江苏吴县）,TRUE,蒋氏（江苏吴江）,适,江苏吴县,钱国祥女,蒋嘉栋子蒋茂熙（江苏吴江）。71册）,蒋嘉栋子蒋茂熙,江苏吴江,FALSE,NA,FALSE,NA,钱国祥女【适】蒋嘉栋子蒋茂熙（江苏吴江）。71册）
1458.,1954,吴氏（江苏吴县）,TRUE,谈氏（不详）,娶,江苏吴县,吴荀鹤,谈氏（不详.有《有斋诗存》）。,谈氏,不详,TRUE,谈氏（不详）,FALSE,NA,吴荀鹤【娶】谈氏（不详.有《有斋诗存》）。
1459.,1955,吴氏（江苏吴县）,TRUE,张氏（浙江钱塘）,适,江苏吴县,吴俊孙女、吴慈鹤女,张师诚子张应济（浙江钱塘）。86册）,张师诚子张应济,浙江钱塘,FALSE,NA,FALSE,NA,吴俊孙女、吴慈鹤女【适】张师诚子张应济（浙江钱塘）。86册）
1460.,1956,吴氏（江苏吴县）,TRUE,顾氏（江苏长洲）,适,江苏吴县,吴孝彪女、吴慈鹤侄女,顾若曾子顾若恺（江苏长洲）。（《清代株卷集成》第7册）,顾若曾子顾若恺,江苏长洲,FALSE,NA,FALSE,NA,吴孝彪女、吴慈鹤侄女【适】顾若曾子顾若恺（江苏长洲）。（《清代株卷集成》第7册）
1461.,1958,李氏（江苏吴县）,TRUE,周氏（江苏娄县）,适,江苏吴县,李褪玉（有《李褪玉诗草》）,周忠忻（江苏娄县）。（《历代妇,周忠忻,江苏娄县,TRUE,李氏（江苏吴县）,FALSE,NA,李褪玉（有《李褪玉诗草》）【适】周忠忻（江苏娄县）。（《历代妇
1462.,1962,李氏（江苏吴县）,TRUE,徐氏（江苏华亭）,适,江苏吴县,李福玉妹李馥玉（有《沁园集》、《红馀小草》）,徐亩（江苏华亭）。（《中国美术家人名辞典》、《历代妇女著作考》）,徐亩,江苏华亭,TRUE,李氏（江苏吴县）,FALSE,NA,李福玉妹李馥玉（有《沁园集》、《红馀小草》）【适】徐亩（江苏华亭）。（《中国美术家人名辞典》、《历代妇女著作考》）
1463.,1964,文氏（江苏长洲）,TRUE,张氏（江苏昆山）,娶,江苏长洲,文徵明孙文从简,张应文女张佩苣（江苏昆山）。（《赐书楼九世诗文录》卷十八）,张应文女张佩苣,江苏昆山,FALSE,NA,FALSE,NA,文徵明孙文从简【娶】张应文女张佩苣（江苏昆山）。（《赐书楼九世诗文录》卷十八）
1464.,1965,文氏（江苏长洲）,TRUE,赵氏（江苏苏州）,适,江苏长洲,文从简女文俶（有《寒山草木昆虫状》）,赵灵均（江苏苏州）。（《爱日吟庐书画别录》卷三）,赵灵均,江苏苏州,TRUE,文氏（江苏长洲）,FALSE,NA,文从简女文俶（有《寒山草木昆虫状》）【适】赵灵均（江苏苏州）。（《爱日吟庐书画别录》卷三）
1465.,1967,顾氏（江苏长洲）,TRUE,邹氏（江苏长洲）,娶,江苏长洲,顾嗣协,邹象雍女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,邹象雍女,江苏长洲,FALSE,NA,FALSE,NA,顾嗣协【娶】邹象雍女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
1466.,1968,顾氏（江苏长洲）,TRUE,徐氏（浙江钱塘）,娶,江苏长洲,顾嗣立,徐旭龄女（浙江钱塘）。（《重修唯亭顾氏家谱》卷一）,徐旭龄女,浙江钱塘,FALSE,NA,FALSE,NA,顾嗣立【娶】徐旭龄女（浙江钱塘）。（《重修唯亭顾氏家谱》卷一）
1467.,1969,顾氏（江苏长洲）,TRUE,宋氏（江苏长洲）,娶,江苏长洲,顾用霖,宋德宜女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,宋德宜女,江苏长洲,FALSE,NA,FALSE,NA,顾用霖【娶】宋德宜女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
1468.,1970,顾氏（江苏长洲）,TRUE,何氏（江苏崇明）,娶,江苏长洲,顾嗣邵,何横女（江苏崇明）。（《重修唯亭顾氏家谱》卷一）,何横女,江苏崇明,FALSE,NA,FALSE,NA,顾嗣邵【娶】何横女（江苏崇明）。（《重修唯亭顾氏家谱》卷一）
1469.,1971,顾氏（江苏长洲）,TRUE,韩氏（江苏长洲）,娶,江苏长洲,顾嗣立子顾日炽,韩费孙女、韩祖语女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,韩费孙女、韩祖语女,江苏长洲,FALSE,NA,FALSE,NA,顾嗣立子顾日炽【娶】韩费孙女、韩祖语女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
1470.,1972,顾氏（江苏长洲）,TRUE,项氏（江苏吴县）,娶,江苏长洲,顾章纶,项煜孙女、项企宗女（江苏吴县）。（《重修唯亭顾氏家谱》卷一）,项煜孙女、项企宗女,江苏吴县,FALSE,NA,FALSE,NA,顾章纶【娶】项煜孙女、项企宗女（江苏吴县）。（《重修唯亭顾氏家谱》卷一）
1471.,1973,顾氏（江苏长洲）,TRUE,徐氏（江苏昆山）,适,江苏长洲,顾嗣雍女,徐乾学子徐骏（江苏昆山）。（《重修唯亭顾氏家,徐乾学子徐骏,江苏昆山,FALSE,NA,FALSE,NA,顾嗣雍女【适】徐乾学子徐骏（江苏昆山）。（《重修唯亭顾氏家
1472.,1975,顾氏（江苏长洲）,TRUE,杨氏（江苏吴县）,适,江苏长洲,顾嗣立女,杨无咎子杨绳武（江苏吴县）。（《重修唯亭顾氏家谱》卷一）,杨无咎子杨绳武,江苏吴县,FALSE,NA,FALSE,NA,顾嗣立女【适】杨无咎子杨绳武（江苏吴县）。（《重修唯亭顾氏家谱》卷一）
1473.,1976,顾氏（江苏长洲）,TRUE,徐氏（江苏昆山）,适,江苏长洲,顾嗣协女,徐昂发子徐升吉（江苏昆山）。（《重修唯亭顾氏家谱》卷一）,徐昂发子徐升吉,江苏昆山,FALSE,NA,FALSE,NA,顾嗣协女【适】徐昂发子徐升吉（江苏昆山）。（《重修唯亭顾氏家谱》卷一）
1474.,1979,顾氏（江苏长洲）,TRUE,裘氏（直隶昌平）,适,江苏长洲,顾嗣荣女,裘充美子裘嵋生（直隶昌平）。（《重修唯亭顾氏家谱》卷一）,裘充美子裘嵋生,直隶昌平,FALSE,NA,FALSE,NA,顾嗣荣女【适】裘充美子裘嵋生（直隶昌平）。（《重修唯亭顾氏家谱》卷一）
1475.,1980,顾氏（江苏长洲）,TRUE,王氏（江苏太仓）,适,江苏长洲,顾秉直女,王原祁孙王述俭（江苏太仓）。（《重修唯亭顾氏家谱》卷一）,王原祁孙王述俭,江苏太仓,FALSE,NA,FALSE,NA,顾秉直女【适】王原祁孙王述俭（江苏太仓）。（《重修唯亭顾氏家谱》卷一）
1476.,1981,顾氏（江苏长洲）,TRUE,陈氏（浙江海盐）,适,江苏长洲,顾卫女,陈世南子陈师曾（浙江海盐）。（《重修唯亭顾氏家谱》卷一）,陈世南子陈师曾,浙江海盐,FALSE,NA,FALSE,NA,顾卫女【适】陈世南子陈师曾（浙江海盐）。（《重修唯亭顾氏家谱》卷一）
1477.,1982,顾氏（江苏长洲）,TRUE,陈氏（浙江鄞县）,适,江苏长洲,顾燧女,陈锡嘏子陈浩（浙江鄞县）。（《重修唯亭顾氏家、谱》卷一）',陈锡嘏子陈浩,浙江鄞县,FALSE,NA,FALSE,NA,顾燧女【适】陈锡嘏子陈浩（浙江鄞县）。（《重修唯亭顾氏家、谱》卷一）'
1478.,1983,顾氏（江苏长洲）,TRUE,裘氏（直隶昌平）,娶,江苏长洲,顾文娉,裘充美曾孙女、裘心一女（直隶昌平.（《重修唯亭顾氏家谱》卷一）,裘充美曾孙女、裘心一女,直隶昌平,FALSE,NA,FALSE,NA,顾文娉【娶】裘充美曾孙女、裘心一女（直隶昌平.（《重修唯亭顾氏家谱》卷一）
1479.,1984,顾氏（江苏长洲）,TRUE,蒋氏（江苏吴县）,娶,江苏长洲,顾春芳,蒋曾煜女（江苏吴县）。（《重修唯亭顾氏家谱》卷一）,蒋曾煜女,江苏吴县,FALSE,NA,FALSE,NA,顾春芳【娶】蒋曾煜女（江苏吴县）。（《重修唯亭顾氏家谱》卷一）
1480.,1985,顾氏（江苏长洲）,TRUE,韩氏（江苏元和）,适,江苏长洲,顾文熠女,韩是升子韩卦（江苏元和）。（《重修唯亭顾氏家谱》卷一）,韩是升子韩卦,江苏元和,FALSE,NA,FALSE,NA,顾文熠女【适】韩是升子韩卦（江苏元和）。（《重修唯亭顾氏家谱》卷一）
1481.,1986,顾氏（江苏长洲）,TRUE,韩氏（江苏元和）,适,江苏长洲,顾文熠女,韩是升子韩崧（江苏元和）。（《重修唯亭顾氏家谱》卷一）,韩是升子韩崧,江苏元和,FALSE,NA,FALSE,NA,顾文熠女【适】韩是升子韩崧（江苏元和）。（《重修唯亭顾氏家谱》卷一）
1482.,1987,顾氏（江苏长洲）,TRUE,韩氏（江苏长洲）,娶,江苏长洲,顾志襄子顾琦,韩烫五世孙女、韩惟善女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,韩烫五世孙女、韩惟善女,江苏长洲,FALSE,NA,FALSE,NA,顾志襄子顾琦【娶】韩烫五世孙女、韩惟善女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
1483.,1988,顾氏（江苏长洲）,TRUE,陶氏（江苏无锡工（《重修唯亭顾氏家谱》卷一）,娶,江苏长洲,顾翼基,陶沅女（江苏无锡工（《重修唯亭顾氏家谱》卷一）,陶沅女,江苏无锡工（《重修唯亭顾氏家谱》卷一,FALSE,NA,FALSE,NA,顾翼基【娶】陶沅女（江苏无锡工（《重修唯亭顾氏家谱》卷一）
1484.,1989,顾氏（江苏长洲）,TRUE,严氏（江苏吴县）,适,江苏长洲,顾春芳女,严荣子严良锦（江苏吴县）。（《重修唯亭顾氏家谱》卷一）,严荣子严良锦,江苏吴县,FALSE,NA,FALSE,NA,顾春芳女【适】严荣子严良锦（江苏吴县）。（《重修唯亭顾氏家谱》卷一）
1485.,1990,顾氏（江苏长洲）,TRUE,汪氏（江苏无锡）,适,江苏长洲,顾元凯女,汪士侃子汪牧求（江苏无锡.（《重修唯亭顾氏家谱》卷一）,汪士侃子汪牧求,江苏无锡,FALSE,NA,FALSE,NA,顾元凯女【适】汪士侃子汪牧求（江苏无锡.（《重修唯亭顾氏家谱》卷一）
1486.,1991,顾氏（江苏长洲）,TRUE,汪氏（江苏长洲）,适,江苏长洲,顾绍丙女,汪麟昌（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,汪麟昌,江苏长洲,FALSE,NA,FALSE,NA,顾绍丙女【适】汪麟昌（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
1487.,1992,顾氏（江苏长洲）,TRUE,沈氏（浙江嘉兴）,适,江苏长洲,顾有篁女,沈维饼（浙江嘉兴.（《重修唯亭顾氏家谱》卷一）,沈维饼,浙江嘉兴,FALSE,NA,FALSE,NA,顾有篁女【适】沈维饼（浙江嘉兴.（《重修唯亭顾氏家谱》卷一）
1488.,1993,顾氏（江苏长洲）,TRUE,范氏（浙江平湖）,适,江苏长洲,顾有篁女,范德濂（浙江平湖）。（《重修唯亭顾氏家谱》,范德濂,浙江平湖,FALSE,NA,FALSE,NA,顾有篁女【适】范德濂（浙江平湖）。（《重修唯亭顾氏家谱》
1489.,1997,顾氏（江苏长洲）,TRUE,汪氏（江苏无锡）,娶,江苏长洲,顾荫焜,汪士侃孙女（江苏无锡）。（《重修唯亭顾氏家谱》卷一）,汪士侃孙女,江苏无锡,FALSE,NA,FALSE,NA,顾荫焜【娶】汪士侃孙女（江苏无锡）。（《重修唯亭顾氏家谱》卷一）
1490.,1998,顾氏（江苏长洲）,TRUE,汪氏（江苏长洲）,适,江苏长洲,顾祖庆女,汪麟昌子汪肇甲（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,汪麟昌子汪肇甲,江苏长洲,FALSE,NA,FALSE,NA,顾祖庆女【适】汪麟昌子汪肇甲（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
1491.,1999,顾氏（江苏长洲）,TRUE,周氏（江苏震泽）,适,江苏长洲,顾祖庆女,周龄子周宝圭（江苏震泽）。（《重修唯亭顾氏家谱》卷一）,周龄子周宝圭,江苏震泽,FALSE,NA,FALSE,NA,顾祖庆女【适】周龄子周宝圭（江苏震泽）。（《重修唯亭顾氏家谱》卷一）
1492.,2000,顾氏（江苏长洲）,TRUE,周氏（江苏震泽）,适,江苏长洲,顾厚焜女,周龄子周宝光（江苏震泽）。（《重修唯亭顾氏家谱》卷一）,周龄子周宝光,江苏震泽,FALSE,NA,FALSE,NA,顾厚焜女【适】周龄子周宝光（江苏震泽）。（《重修唯亭顾氏家谱》卷一）
1493.,2002,汪氏（江苏长洲）,TRUE,顾氏（江苏长洲）,娶,江苏长洲,汪麟昌,顾绍丙女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,顾绍丙女,江苏长洲,FALSE,NA,FALSE,NA,汪麟昌【娶】顾绍丙女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
1494.,2003,汪氏（江苏长洲）,TRUE,顾氏（江苏长洲）,娶,江苏长洲,汪麟昌子汪肇甲,顾祖庆女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,顾祖庆女,江苏长洲,FALSE,NA,FALSE,NA,汪麟昌子汪肇甲【娶】顾祖庆女（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
1495.,2005,韩氏（江苏长洲）,TRUE,蒋氏（江苏吴县）,适,江苏长洲,韩哭女,蒋文淳（江苏吴县）。（《国朝词综补》卷八）,蒋文淳,江苏吴县,FALSE,NA,FALSE,NA,韩哭女【适】蒋文淳（江苏吴县）。（《国朝词综补》卷八）
1496.,2006,韩氏（江苏长洲）,TRUE,顾氏（江苏元和）,适,江苏长洲,韩燹女韩福玉（有《寸草轩诗》）,顾祖望（江苏元和）。（《清代闺阁诗人征略》卷二、《清代科举人物家传资料汇编》第92册）,顾祖望,江苏元和,TRUE,韩氏（江苏长洲）,FALSE,NA,韩燹女韩福玉（有《寸草轩诗》）【适】顾祖望（江苏元和）。（《清代闺阁诗人征略》卷二、《清代科举人物家传资料汇编》第92册）
1497.,2007,韩氏（江苏长洲）,TRUE,顾氏（江苏长洲）,适,江苏长洲,韩灸孙女、韩祖语女,顾嗣立子顾日炽（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,顾嗣立子顾日炽,江苏长洲,FALSE,NA,FALSE,NA,韩灸孙女、韩祖语女【适】顾嗣立子顾日炽（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
